 Equivalent_Plastic_Strain   F:0   F:1   F:2   F:3   Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   p   sig:0   sig:1   sig:2   sig:3   velocity:0   velocity:1   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.93769e-02 1.00849e+00 -7.70747e-04 -1.03851e-03 1.03696e+00 7.27995e+09 -8.06152e+06 -1.00047e+07 7.56419e+09 7.45827e+09 7.34179e+09 -1.59855e+07 7.84376e+09 7.18927e+09 1.53886e+02 0.00000e+00 23 1.71455e+00 2.57393e-03 0.00000e+00
1.78775e-02 1.01204e+00 -8.90358e-04 -1.37773e-03 1.03530e+00 7.61713e+09 -1.00684e+07 -1.37531e+07 7.86137e+09 7.77669e+09 7.70889e+09 -2.10206e+07 8.13887e+09 7.48230e+09 1.71079e+02 0.00000e+00 24 1.82694e+00 2.48441e-03 0.00000e+00
1.70001e-02 1.00974e+00 -1.14799e-03 -1.66672e-03 1.03326e+00 6.91454e+09 -1.48162e+07 -1.83979e+07 7.19205e+09 7.06864e+09 6.98193e+09 -2.69477e+07 7.43127e+09 6.79272e+09 1.59836e+02 0.00000e+00 25 1.93917e+00 2.36282e-03 0.00000e+00
1.56882e-02 1.00911e+00 -1.25506e-03 -1.86603e-03 1.03086e+00 6.43286e+09 -1.87331e+07 -2.26728e+07 6.72142e+09 6.57530e+09 6.49147e+09 -3.14461e+07 6.92884e+09 6.30558e+09 9.12202e+01 0.00000e+00 26 2.05079e+00 2.20928e-03 0.00000e+00
1.55757e-02 1.00273e+00 -1.10297e-03 -2.04405e-03 1.02850e+00 4.96745e+09 -2.10461e+07 -2.58269e+07 5.35132e+09 5.13662e+09 4.98104e+09 -3.20419e+07 5.50385e+09 4.92497e+09 4.76672e+01 0.00000e+00 27 2.16222e+00 2.05664e-03 0.00000e+00
1.61511e-02 9.96321e-01 -1.36994e-03 -2.08229e-03 1.02603e+00 3.45807e+09 -2.63952e+07 -2.89992e+07 3.93471e+09 3.66741e+09 3.44541e+09 -3.44913e+07 4.03715e+09 3.51967e+09 2.26410e+01 0.00000e+00 28 2.27308e+00 1.89111e-03 0.00000e+00
1.53100e-02 9.93676e-01 -1.79693e-03 -2.06586e-03 1.02286e+00 2.47957e+09 -3.39544e+07 -3.46849e+07 2.99813e+09 2.70893e+09 2.46396e+09 -3.99334e+07 3.06672e+09 2.59611e+09 2.27561e+01 0.00000e+00 29 2.38364e+00 1.67305e-03 0.00000e+00
1.23212e-02 9.95775e-01 -1.62262e-03 -1.82079e-03 1.01944e+00 2.29125e+09 -3.59583e+07 -3.64579e+07 2.78892e+09 2.50258e+09 2.28164e+09 -4.08844e+07 2.84320e+09 2.38291e+09 6.67002e+01 0.00000e+00 30 2.49451e+00 1.42256e-03 0.00000e+00
7.89011e-03 1.00373e+00 -1.54696e-03 -1.99997e-03 1.01627e+00 3.20510e+09 -4.90040e+07 -5.05205e+07 3.55692e+09 3.30997e+09 3.21716e+09 -5.63006e+07 3.61487e+09 3.09788e+09 8.04698e+01 0.00000e+00 31 2.60570e+00 1.19722e-03 0.00000e+00
5.88271e-03 1.00831e+00 -1.30806e-03 -9.19998e-04 1.01341e+00 3.61081e+09 -3.90026e+07 -3.75827e+07 3.78643e+09 3.59918e+09 3.64083e+09 -4.28101e+07 3.83728e+09 3.31944e+09 5.53885e+01 0.00000e+00 32 2.71728e+00 9.85573e-04 0.00000e+00
4.26906e-03 1.00621e+00 -1.42133e-03 4.91108e-04 1.01069e+00 2.81395e+09 -2.32331e+07 -1.77100e+07 3.01088e+09 2.80353e+09 2.83142e+09 -2.18988e+07 3.04308e+09 2.53608e+09 3.40908e+01 0.00000e+00 33 2.82903e+00 8.65311e-04 0.00000e+00
