 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   Equivalent_Plastic_Strain   F:0   F:1   F:2   F:3   Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   p   sig:0   sig:1   sig:2   sig:3   velocity:0   velocity:1   vtkOriginalPointIds   Points:0   Points:1   Points:2 
9.62173e-01 -3.01108e-03 -3.12596e-03 1.03877e+00 1.00054e+00 5.17294e-02 9.64959e-01 -1.51938e-03 -5.39603e-03 1.04535e+00 1.49705e+09 -3.80789e+07 -4.27183e+07 1.88758e+09 1.44542e+09 1.44482e+09 -4.69301e+07 1.97324e+09 9.18204e+08 2.56052e+01 4.68842e+00 16 8.46341e-01 2.08787e-03 0.00000e+00
9.66729e-01 -3.34753e-03 -3.48705e-03 1.03498e+00 9.99469e-01 4.89883e-02 9.71746e-01 -1.62295e-03 -6.10523e-03 1.04221e+00 2.32273e+09 -4.04305e+07 -4.83215e+07 2.43110e+09 2.11160e+09 2.25740e+09 -5.41306e+07 2.53377e+09 1.54364e+09 4.09998e+01 4.42066e+00 17 1.06133e+00 1.92817e-03 0.00000e+00
9.67814e-01 -3.21846e-03 -3.33492e-03 1.03444e+00 9.98871e-01 4.89777e-02 9.73619e-01 -1.50440e-03 -5.92493e-03 1.04220e+00 2.67324e+09 -3.77223e+07 -4.68496e+07 2.72092e+09 2.43214e+09 2.60299e+09 -5.28484e+07 2.83581e+09 1.85761e+09 5.01928e+01 4.87026e+00 18 1.16894e+00 2.19914e-03 0.00000e+00
9.71834e-01 -3.60278e-03 -3.76411e-03 1.03081e+00 9.98236e-01 4.67289e-02 9.78661e-01 -1.71766e-03 -6.69683e-03 1.03873e+00 3.03457e+09 -4.63031e+07 -5.76742e+07 2.95739e+09 2.73597e+09 2.97020e+09 -6.51202e+07 3.07200e+09 2.16571e+09 5.64917e+01 4.04805e+00 19 1.27782e+00 1.74891e-03 0.00000e+00
9.72891e-01 -3.45408e-03 -3.59209e-03 1.03021e+00 9.97738e-01 4.67625e-02 9.80068e-01 -1.65333e-03 -6.53008e-03 1.03872e+00 3.25358e+09 -5.24876e+07 -6.44782e+07 3.20252e+09 2.97447e+09 3.18915e+09 -7.23541e+07 3.32661e+09 2.40765e+09 6.39690e+01 4.24447e+00 20 1.38630e+00 2.03468e-03 0.00000e+00
9.77040e-01 -3.74989e-03 -3.92324e-03 1.02630e+00 9.97286e-01 4.47852e-02 9.84815e-01 -1.81244e-03 -7.20225e-03 1.03488e+00 3.45938e+09 -6.46128e+07 -7.87723e+07 3.35425e+09 3.16197e+09 3.40742e+09 -8.77898e+07 3.47137e+09 2.60713e+09 6.81639e+01 3.53774e+00 21 1.49575e+00 1.55085e-03 0.00000e+00
9.77863e-01 -3.58962e-03 -3.73756e-03 1.02573e+00 9.97001e-01 4.47071e-02 9.85390e-01 -1.81394e-03 -7.09359e-03 1.03487e+00 3.48409e+09 -8.30684e+07 -9.69776e+07 3.49954e+09 3.25763e+09 3.43387e+09 -1.06679e+08 3.62172e+09 2.71729e+09 7.19979e+01 3.38336e+00 22 1.60496e+00 1.85201e-03 0.00000e+00
9.81858e-01 -3.73734e-03 -3.90526e-03 1.02168e+00 9.96877e-01 4.29425e-02 9.89521e-01 -1.79116e-03 -7.64229e-03 1.03067e+00 3.49884e+09 -9.74232e+07 -1.13471e+08 3.50888e+09 3.27639e+09 3.46304e+09 -1.23218e+08 3.61666e+09 2.74947e+09 7.34006e+01 3.00093e+00 23 1.71487e+00 1.33849e-03 0.00000e+00
9.82367e-01 -3.59802e-03 -3.73813e-03 1.02131e+00 9.96724e-01 4.27311e-02 9.89267e-01 -1.82253e-03 -7.60348e-03 1.03066e+00 3.34790e+09 -1.21268e+08 -1.36533e+08 3.53186e+09 3.23187e+09 3.31300e+09 -1.46821e+08 3.64036e+09 2.74224e+09 7.39207e+01 2.65423e+00 24 1.82462e+00 1.66065e-03 0.00000e+00
9.85824e-01 -3.56440e-03 -3.70926e-03 1.01754e+00 9.96906e-01 4.13173e-02 9.92574e-01 -1.60063e-03 -7.89244e-03 1.02648e+00 3.22568e+09 -1.31927e+08 -1.48762e+08 3.41060e+09 3.11169e+09 3.20289e+09 -1.57865e+08 3.50113e+09 2.63105e+09 7.35917e+01 2.64494e+00 25 1.93485e+00 1.14140e-03 0.00000e+00
9.85985e-01 -3.47863e-03 -3.59445e-03 1.01747e+00 9.96815e-01 4.09211e-02 9.91778e-01 -1.60610e-03 -7.89516e-03 1.02648e+00 2.98442e+09 -1.49415e+08 -1.65306e+08 3.32985e+09 2.97711e+09 2.96119e+09 -1.74476e+08 3.41825e+09 2.55189e+09 7.25966e+01 2.32716e+00 26 2.04496e+00 1.49113e-03 0.00000e+00
9.88630e-01 -3.47687e-03 -3.59881e-03 1.01431e+00 9.97248e-01 4.00686e-02 9.94137e-01 -1.70256e-03 -7.78505e-03 1.02277e+00 2.78658e+09 -1.51610e+08 -1.66523e+08 3.12627e+09 2.77042e+09 2.77154e+09 -1.75060e+08 3.19771e+09 2.34202e+09 7.17089e+01 2.53761e+00 27 2.15535e+00 9.66973e-04 0.00000e+00
9.88463e-01 -3.43059e-03 -3.52344e-03 1.01450e+00 9.97221e-01 3.87718e-02 9.93003e-01 -1.60228e-03 -7.80199e-03 1.02277e+00 2.50680e+09 -1.56357e+08 -1.70526e+08 2.96882e+09 2.58065e+09 2.49059e+09 -1.78426e+08 3.03668e+09 2.21470e+09 7.02174e+01 2.37664e+00 28 2.26563e+00 1.33138e-03 0.00000e+00
9.91201e-01 -3.29004e-03 -3.37965e-03 1.01122e+00 9.97692e-01 3.67687e-02 9.95259e-01 -1.50322e-03 -7.34844e-03 1.01892e+00 2.24994e+09 -1.40697e+08 -1.53788e+08 2.72850e+09 2.32968e+09 2.24041e+09 -1.60080e+08 2.78033e+09 1.96831e+09 6.88595e+01 2.75326e+00 29 2.37612e+00 7.79352e-04 0.00000e+00
9.90730e-01 -3.23619e-03 -3.29814e-03 1.01170e+00 9.97697e-01 3.35842e-02 9.93801e-01 -1.17996e-03 -7.37866e-03 1.01893e+00 1.93116e+09 -1.30632e+08 -1.43237e+08 2.49419e+09 2.08713e+09 1.92025e+09 -1.48226e+08 2.54155e+09 1.79958e+09 6.65674e+01 2.76414e+00 30 2.48652e+00 1.18632e-03 0.00000e+00
9.92888e-01 -2.66744e-03 -2.70876e-03 1.00932e+00 9.97873e-01 2.91666e-02 9.95105e-01 -3.13568e-04 -6.48690e-03 1.01591e+00 1.60449e+09 -9.03532e+07 -1.02195e+08 2.22187e+09 1.81223e+09 1.59730e+09 -1.04324e+08 2.25725e+09 1.58215e+09 6.41793e+01 3.40127e+00 31 2.59701e+00 6.19487e-04 0.00000e+00
9.91910e-01 -2.56305e-03 -2.58541e-03 1.01023e+00 9.97953e-01 2.32704e-02 9.93215e-01 2.03122e-04 -6.55252e-03 1.01592e+00 1.24636e+09 -7.52355e+07 -8.58775e+07 1.87199e+09 1.49737e+09 1.23847e+09 -8.69912e+07 1.90177e+09 1.35187e+09 5.98379e+01 3.14091e+00 32 2.70736e+00 1.14311e-03 0.00000e+00
9.90696e-01 -1.59590e-03 -1.59981e-03 1.01139e+00 9.98030e-01 1.70750e-02 9.90955e-01 1.22917e-03 -4.96085e-03 1.01593e+00 8.23382e+08 -2.97120e+07 -3.70296e+07 1.44415e+09 1.12084e+09 8.16118e+08 -3.66074e+07 1.46712e+09 1.07929e+09 5.53554e+01 3.99989e+00 33 2.81742e+00 6.00419e-04 0.00000e+00
