 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   Equivalent_Plastic_Strain   F:0   F:1   F:2   F:3   Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   p   sig:0   sig:1   sig:2   sig:3   velocity:0   velocity:1   vtkOriginalPointIds   Points:0   Points:1   Points:2 
9.75453e-01 9.71808e-06 9.55616e-06 1.01247e+00 1.01253e+00 2.48535e-02 9.59320e-01 1.96914e-05 2.93668e-06 9.99897e-01 -7.68196e+09 3.40460e+05 4.58169e+05 -6.72770e+09 -6.93886e+09 -7.36946e+09 3.06853e+05 -6.72701e+09 -6.72012e+09 -1.04163e-01 -3.79311e-03 19 1.27818e+00 -5.81350e-06 0.00000e+00
9.75457e-01 9.15408e-06 8.98515e-06 1.01248e+00 1.01253e+00 2.48495e-02 9.59318e-01 1.13109e-05 4.58003e-06 9.99913e-01 -7.68133e+09 -1.21696e+05 -6.06616e+04 -6.72352e+09 -6.93652e+09 -7.36884e+09 -1.47539e+05 -6.72293e+09 -6.71778e+09 -8.23135e-02 -1.57305e-02 20 1.38476e+00 -4.54426e-06 0.00000e+00
9.75471e-01 7.82188e-06 7.65478e-06 1.01247e+00 1.01252e+00 2.48345e-02 9.59345e-01 3.16845e-06 8.75814e-06 9.99924e-01 -7.67427e+09 -2.18882e+05 -2.44512e+05 -6.71666e+09 -6.93005e+09 -7.36227e+09 -2.68809e+05 -6.71614e+09 -6.71174e+09 -2.14227e-01 -1.76577e-02 21 1.49134e+00 -3.90480e-06 0.00000e+00
9.75529e-01 6.81540e-06 6.66754e-06 1.01244e+00 1.01249e+00 2.47752e-02 9.59438e-01 3.13685e-08 1.31892e-05 9.99931e-01 -7.65516e+09 6.85407e+04 -2.23602e+04 -6.69936e+09 -6.91282e+09 -7.34465e+09 -2.25988e+04 -6.69890e+09 -6.69492e+09 -5.93972e-01 -2.67652e-02 22 1.59793e+00 -3.74660e-06 0.00000e+00
9.75665e-01 6.38957e-06 6.28405e-06 1.01237e+00 1.01241e+00 2.46361e-02 9.59650e-01 2.32760e-06 1.31592e-05 9.99938e-01 -7.61270e+09 3.21743e+05 2.38839e+05 -6.66120e+09 -6.87463e+09 -7.30553e+09 2.21105e+05 -6.66079e+09 -6.65755e+09 -1.59066e+00 -3.41148e-02 23 1.70454e+00 -3.54501e-06 0.00000e+00
9.75980e-01 6.75789e-06 6.68187e-06 1.01221e+00 1.01225e+00 2.43135e-02 9.60140e-01 2.94985e-06 1.38981e-05 9.99948e-01 -7.51650e+09 3.74868e+05 2.90729e+05 -6.57525e+09 -6.78814e+09 -7.21689e+09 2.68542e+05 -6.57491e+09 -6.57261e+09 -3.81519e+00 -3.33156e-02 24 1.81117e+00 -3.09810e-06 0.00000e+00
9.76665e-01 6.49189e-06 6.44626e-06 1.01186e+00 1.01189e+00 2.36115e-02 9.61200e-01 3.85061e-06 1.14355e-05 9.99958e-01 -7.31030e+09 2.72518e+05 2.17012e+05 -6.39156e+09 -6.60258e+09 -7.02666e+09 1.88854e+05 -6.39129e+09 -6.38981e+09 -8.72256e+00 -2.63088e-02 25 1.91787e+00 -2.63809e-06 0.00000e+00
9.78009e-01 5.85804e-06 5.83517e-06 1.01117e+00 1.01119e+00 2.22365e-02 9.63274e-01 4.83421e-06 8.09248e-06 9.99966e-01 -6.91052e+09 1.59569e+05 1.38281e+05 -6.03505e+09 -6.24182e+09 -6.65673e+09 1.04870e+05 -6.03484e+09 -6.03388e+09 -1.83538e+01 -1.94582e-02 26 2.02470e+00 -2.13674e-06 0.00000e+00
9.80331e-01 5.46029e-06 5.44036e-06 1.00997e+00 1.00999e+00 1.98652e-02 9.66860e-01 3.59851e-06 8.21343e-06 9.99974e-01 -6.22667e+09 1.25347e+05 9.90675e+04 -5.42213e+09 -5.62121e+09 -6.02032e+09 7.66582e+04 -5.42200e+09 -5.42133e+09 -3.51416e+01 -1.58690e-02 27 2.13180e+00 -1.50452e-06 0.00000e+00
9.83761e-01 4.41127e-06 4.40715e-06 1.00821e+00 1.00823e+00 1.63724e-02 9.72163e-01 3.84215e-06 5.95742e-06 9.99982e-01 -5.22959e+09 1.11715e+05 1.01769e+05 -4.52061e+09 -4.70820e+09 -5.08402e+09 8.16744e+04 -4.52053e+09 -4.52006e+09 -6.03424e+01 -1.41343e-02 28 2.23933e+00 -1.35118e-06 0.00000e+00
9.88031e-01 3.28692e-06 3.28522e-06 1.00603e+00 1.00604e+00 1.20409e-02 9.78779e-01 2.84570e-06 4.85933e-06 9.99989e-01 -4.00867e+09 1.09726e+05 1.02268e+05 -3.40339e+09 -3.57666e+09 -3.92360e+09 9.08590e+04 -3.40336e+09 -3.40303e+09 -9.19881e+01 -1.21554e-02 29 2.34747e+00 -6.24430e-07 0.00000e+00
9.92378e-01 1.91066e-06 1.91205e-06 1.00383e+00 1.00383e+00 7.65103e-03 9.85529e-01 2.22643e-06 2.62566e-06 9.99995e-01 -2.78831e+09 8.84648e+04 8.74287e+04 -2.27157e+09 -2.43029e+09 -2.74796e+09 8.12203e+04 -2.27156e+09 -2.27134e+09 -1.24973e+02 -1.02218e-02 30 2.45636e+00 -5.57753e-07 0.00000e+00
9.95987e-01 1.06705e-06 1.06720e-06 1.00201e+00 1.00201e+00 4.02097e-03 9.91146e-01 9.81140e-07 2.17356e-06 9.99998e-01 -1.79198e+09 8.29032e+04 8.10237e+04 -1.33598e+09 -1.48264e+09 -1.77611e+09 7.92653e+04 -1.33597e+09 -1.33583e+09 -1.52471e+02 -7.68216e-03 31 2.56597e+00 -3.58725e-07 0.00000e+00
9.98369e-01 4.08754e-07 4.09005e-07 1.00082e+00 1.00082e+00 1.63263e-03 9.94858e-01 1.48804e-06 5.69427e-07 9.99999e-01 -1.14287e+09 9.66435e+04 9.74369e+04 -7.20712e+08 -8.59441e+08 -1.13699e+09 9.57362e+04 -7.20711e+08 -7.20621e+08 -1.71298e+02 -3.95344e-03 32 2.67616e+00 6.30872e-09 0.00000e+00
9.99850e-01 1.37999e-06 1.37999e-06 1.00007e+00 1.00007e+00 1.49671e-04 9.97170e-01 3.80225e-05 -3.28616e-06 1.00000e+00 -7.41996e+08 2.46557e+06 2.48791e+06 -3.38394e+08 -4.72247e+08 -7.39896e+08 2.45970e+06 -3.38394e+08 -3.38450e+08 -1.78782e+02 7.51706e-02 33 2.78678e+00 1.14761e-06 0.00000e+00
