 mpm_eps11   mpm_epsp21   mpm_eps12   mpm_epsp11   mpm_V2   mpm_epsp22   mpm_S22   mpm_eps22   mpm_S12   epeq   mpm_V1   mpm_S11   vtkOriginalPointIds   Points:0   Points:1   Points:2 
3.56840e-03 2.37302e-05 8.40475e-05 6.81690e-04 -6.83630e-01 -3.55868e-04 4.37838e+08 -1.06415e-04 4.63979e+06 6.82048e-04 -2.05776e+01 8.43570e+08 19 1.33333e+00 0.00000e+00 0.00000e+00
3.58929e-03 1.56447e-05 5.53975e-05 6.82122e-04 -4.53224e-01 -3.50598e-04 4.49903e+08 -6.75407e-05 3.05791e+06 6.82270e-04 -1.84026e+01 8.53612e+08 20 1.44444e+00 0.00000e+00 0.00000e+00
2.96334e-03 4.60665e-06 3.57687e-05 2.56221e-04 -2.84800e-01 -1.30792e-04 3.50833e+08 -4.16498e-05 2.39708e+06 2.56253e-04 -1.86060e+01 7.53599e+08 21 1.55556e+00 0.00000e+00 0.00000e+00
2.98176e-03 2.90537e-06 2.20697e-05 2.62784e-04 -1.78408e-01 -1.33034e-04 3.57800e+08 -2.49411e-05 1.47418e+06 2.62796e-04 -1.55187e+01 7.59474e+08 22 1.66667e+00 0.00000e+00 0.00000e+00
2.05909e-03 0.00000e+00 1.36356e-05 0.00000e+00 -1.06717e-01 0.00000e+00 2.33658e+08 -1.45949e-05 1.04889e+06 0.00000e+00 -1.56271e+01 5.52688e+08 23 1.77778e+00 0.00000e+00 0.00000e+00
2.06866e-03 0.00000e+00 8.18028e-06 0.00000e+00 -6.24023e-02 0.00000e+00 2.36473e+08 -8.23899e-06 6.29253e+05 0.00000e+00 -9.41963e+00 5.55996e+08 24 1.88889e+00 0.00000e+00 0.00000e+00
9.43492e-04 0.00000e+00 4.71540e-06 0.00000e+00 -3.50302e-02 0.00000e+00 1.07662e+08 -4.46453e-06 3.62723e+05 0.00000e+00 -9.47533e+00 2.53502e+08 25 2.00000e+00 0.00000e+00 0.00000e+00
9.47885e-04 0.00000e+00 2.61283e-06 0.00000e+00 -1.87717e-02 0.00000e+00 1.08747e+08 -2.31855e-06 2.00987e+05 0.00000e+00 -3.74271e+00 2.54932e+08 26 2.11111e+00 0.00000e+00 0.00000e+00
2.99992e-04 0.00000e+00 1.37441e-06 0.00000e+00 -9.62221e-03 0.00000e+00 3.43059e+07 -1.14578e-06 1.05724e+05 0.00000e+00 -3.76534e+00 8.06348e+07 27 2.22222e+00 0.00000e+00 0.00000e+00
3.01675e-04 0.00000e+00 6.83816e-07 0.00000e+00 -4.71755e-03 0.00000e+00 3.46634e+07 -5.39428e-07 5.26012e+04 0.00000e+00 -1.06489e+00 8.11580e+07 28 2.33333e+00 0.00000e+00 0.00000e+00
7.07791e-05 0.00000e+00 3.28407e-07 0.00000e+00 -2.18341e-03 0.00000e+00 8.10158e+06 -2.42344e-07 2.52621e+04 0.00000e+00 -1.07276e+00 1.90280e+07 29 2.44444e+00 0.00000e+00 0.00000e+00
7.13156e-05 0.00000e+00 1.46126e-07 0.00000e+00 -9.78830e-04 0.00000e+00 8.20092e+06 -1.03236e-07 1.12405e+04 0.00000e+00 -2.29319e-01 1.91884e+07 30 2.55556e+00 0.00000e+00 0.00000e+00
1.29557e-05 0.00000e+00 6.34192e-08 0.00000e+00 -4.10288e-04 0.00000e+00 1.48353e+06 -4.21784e-08 4.87840e+03 0.00000e+00 -2.31558e-01 3.48321e+06 31 2.66667e+00 0.00000e+00 0.00000e+00
1.30905e-05 0.00000e+00 2.55292e-08 0.00000e+00 -1.67274e-04 0.00000e+00 1.50604e+06 -1.63570e-08 1.96378e+03 0.00000e+00 -3.81962e-02 3.52248e+06 32 2.77778e+00 0.00000e+00 0.00000e+00
2.11431e-06 0.00000e+00 9.85304e-09 0.00000e+00 -6.58386e-05 0.00000e+00 2.42288e+05 -6.20705e-09 7.57926e+02 0.00000e+00 -3.86876e-02 5.68522e+05 33 2.88889e+00 0.00000e+00 0.00000e+00
