 stress_11   strain_11   velocity_x   strain_21   strain_22   epsp_11   epsp_21   epsp_22   velocity_y   stress_21   stress_22   epeq   vtkOriginalPointIds   Points:0   Points:1   Points:2 
5.97547e+08 2.39815e-03 -1.33547e+01 1.39766e-04 -3.97316e-04 1.47129e-05 1.18782e-06 -9.04477e-06 -3.93643e-01 1.06598e+07 1.71131e+08 1.48573e-05 19 1.33333e+00 0.00000e+00 0.00000e+00
5.91166e+08 2.36601e-03 -1.31487e+01 1.37396e-04 -3.97256e-04 0.00000e+00 0.00000e+00 0.00000e+00 -3.73543e-01 1.05689e+07 1.66048e+08 0.00000e+00 20 1.44444e+00 0.00000e+00 0.00000e+00
5.49223e+08 2.14930e-03 -1.21501e+01 1.05667e-04 -2.55093e-04 0.00000e+00 0.00000e+00 0.00000e+00 -3.23742e-01 8.12823e+06 1.79317e+08 0.00000e+00 21 1.55556e+00 0.00000e+00 0.00000e+00
5.32130e+08 2.08578e-03 -1.17657e+01 1.03025e-04 -2.55026e-04 0.00000e+00 0.00000e+00 0.00000e+00 -3.01001e-01 7.92501e+06 1.72006e+08 0.00000e+00 22 1.66667e+00 0.00000e+00 0.00000e+00
4.67230e+08 1.79992e-03 -1.02880e+01 7.37578e-05 -1.50481e-04 0.00000e+00 0.00000e+00 0.00000e+00 -2.42447e-01 5.67368e+06 1.67169e+08 0.00000e+00 23 1.77778e+00 0.00000e+00 0.00000e+00
4.41822e+08 1.70552e-03 -9.72635e+00 7.15836e-05 -1.50422e-04 0.00000e+00 0.00000e+00 0.00000e+00 -2.22986e-01 5.50643e+06 1.56292e+08 0.00000e+00 24 1.88889e+00 0.00000e+00 0.00000e+00
3.62694e+08 1.38207e-03 -7.95663e+00 4.79454e-05 -8.14807e-05 0.00000e+00 0.00000e+00 0.00000e+00 -1.67313e-01 3.68811e+06 1.37532e+08 0.00000e+00 25 2.00000e+00 0.00000e+00 0.00000e+00
3.33276e+08 1.27279e-03 -7.30806e+00 4.64935e-05 -8.14366e-05 0.00000e+00 0.00000e+00 0.00000e+00 -1.53515e-01 3.57642e+06 1.24935e+08 0.00000e+00 26 2.11111e+00 0.00000e+00 0.00000e+00
2.54455e+08 9.62443e-04 -5.55051e+00 2.90400e-05 -4.04224e-05 0.00000e+00 0.00000e+00 0.00000e+00 -1.07058e-01 2.23384e+06 1.00168e+08 0.00000e+00 27 2.22222e+00 0.00000e+00 0.00000e+00
2.26673e+08 8.59241e-04 -4.93125e+00 2.82403e-05 -4.03936e-05 0.00000e+00 0.00000e+00 0.00000e+00 -9.87059e-02 2.17233e+06 8.82680e+07 0.00000e+00 28 2.33333e+00 0.00000e+00 0.00000e+00
1.61271e+08 6.06876e-04 -3.44471e+00 1.62247e-05 -1.83657e-05 0.00000e+00 0.00000e+00 0.00000e+00 -6.39032e-02 1.24805e+06 6.50796e+07 0.00000e+00 29 2.44444e+00 0.00000e+00 0.00000e+00
1.39635e+08 5.26507e-04 -2.93790e+00 1.58755e-05 -1.83491e-05 0.00000e+00 0.00000e+00 0.00000e+00 -5.94879e-02 1.22119e+06 5.58107e+07 0.00000e+00 30 2.55556e+00 0.00000e+00 0.00000e+00
9.50001e+07 3.56171e-04 -1.82646e+00 8.13031e-06 -7.73120e-06 0.00000e+00 0.00000e+00 0.00000e+00 -3.63704e-02 6.25408e+05 3.90152e+07 0.00000e+00 31 2.66667e+00 0.00000e+00 0.00000e+00
8.17331e+07 3.06890e-04 -1.44889e+00 8.09429e-06 -7.72209e-06 0.00000e+00 0.00000e+00 0.00000e+00 -3.38933e-02 6.22638e+05 3.33313e+07 0.00000e+00 32 2.77778e+00 0.00000e+00 0.00000e+00
5.97082e+07 2.23743e-04 -6.47751e-01 4.53151e-06 -4.59586e-06 0.00000e+00 0.00000e+00 0.00000e+00 -1.74051e-02 3.48577e+05 2.45791e+07 0.00000e+00 33 2.88889e+00 0.00000e+00 0.00000e+00
