 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-1.49355e+02 0.00000e+00 2.72650e+09 1.91852e+08 2.05796e+08 -5.20223e+08 4.73505e-02 1.05666e+00 8.53618e-19 1.27008e-02 9.52963e-01 21 1.45428e+00 -5.92419e-19 0.00000e+00
-1.66859e+02 0.00000e+00 4.01944e+09 1.79869e+08 2.09957e+08 9.53172e+08 4.30101e-02 1.05666e+00 -1.33065e-18 1.22063e-02 9.60652e-01 22 1.57154e+00 -4.97343e-19 0.00000e+00
-1.84363e+02 0.00000e+00 4.78763e+09 1.84073e+08 2.22469e+08 1.83997e+09 3.69653e-02 1.05326e+00 9.68266e-19 1.17117e-02 9.68341e-01 23 1.68880e+00 -4.02268e-19 0.00000e+00
-2.21053e+02 0.00000e+00 6.22612e+09 2.12774e+08 2.77887e+08 3.48097e+09 3.27531e-02 1.05326e+00 -5.39835e-18 1.36189e-02 9.77062e-01 24 1.80552e+00 -2.91662e-19 0.00000e+00
-2.57743e+02 0.00000e+00 7.14978e+09 2.66046e+08 3.55505e+08 4.57999e+09 2.71090e-02 1.04998e+00 1.45950e-19 1.55262e-02 9.85783e-01 25 1.92224e+00 -1.81056e-19 0.00000e+00
-2.83557e+02 0.00000e+00 7.33319e+09 3.45342e+08 4.68181e+08 4.84393e+09 2.72685e-02 1.04998e+00 1.45950e-19 2.05494e-02 9.87098e-01 26 2.03868e+00 -1.63543e-19 0.00000e+00
-3.09371e+02 0.00000e+00 1.06077e+10 2.08883e+08 4.45953e+08 8.48640e+09 3.96792e-02 1.07125e+00 -1.01349e-18 2.55726e-02 9.88412e-01 27 2.15512e+00 -1.46030e-19 0.00000e+00
-2.97283e+02 0.00000e+00 9.16912e+09 2.06721e+08 3.90006e+08 6.83246e+09 4.31607e-02 1.07125e+00 -5.61343e-18 2.34872e-02 9.79284e-01 28 2.27425e+00 -2.73078e-19 0.00000e+00
-2.85195e+02 0.00000e+00 1.04309e+10 8.87787e+07 2.83564e+08 8.32837e+09 5.83448e-02 1.09101e+00 3.90497e-19 2.14018e-02 9.70155e-01 29 2.39338e+00 -4.00126e-19 0.00000e+00
-2.27580e+02 0.00000e+00 1.09991e+10 6.38515e+07 2.22617e+08 8.95316e+09 5.63217e-02 1.09101e+00 1.50053e-17 1.64292e-02 9.73672e-01 30 2.51510e+00 -3.52071e-19 0.00000e+00
-1.69965e+02 0.00000e+00 9.13848e+09 9.88855e+07 1.87599e+08 6.73829e+09 4.40527e-02 1.07317e+00 4.57093e-19 1.14566e-02 9.77190e-01 31 2.63683e+00 -3.04017e-19 0.00000e+00
-1.24207e+02 0.00000e+00 9.80546e+09 5.72243e+07 1.14198e+08 7.47988e+09 4.19806e-02 1.07317e+00 6.68321e-18 6.77174e-03 9.81307e-01 32 2.75644e+00 -2.49574e-19 0.00000e+00
-7.84484e+01 0.00000e+00 7.82331e+09 3.21528e+07 4.55229e+07 5.24698e+09 2.90896e-02 1.05464e+00 8.09140e-19 2.08686e-03 9.85424e-01 33 2.87605e+00 -1.95132e-19 0.00000e+00
