 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   velocity:0   velocity:1   PK1:0   PK1:1   PK1:2   PK1:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.07844e+00 1.40558e-02 1.36348e-02 9.37912e-01 9.88833e-01 -2.02927e+02 -9.94332e+00 6.46392e+09 2.73480e+08 4.14055e+08 3.86868e+09 8.49195e-02 1.10258e+00 3.59932e-03 2.83567e-02 9.37001e-01 20 1.31546e+00 -4.66393e-03 0.00000e+00
1.06891e+00 1.21801e-02 1.18906e-02 9.46200e-01 9.88868e-01 -1.79739e+02 -9.76997e+00 6.59391e+09 2.62394e+08 3.84618e+08 3.95467e+09 7.41507e-02 1.09296e+00 3.33284e-03 2.50131e-02 9.45688e-01 21 1.44101e+00 -4.18321e-03 0.00000e+00
1.06904e+00 1.21679e-02 1.18952e-02 9.46117e-01 9.88830e-01 -1.71923e+02 -9.90534e+00 6.62911e+09 2.59344e+08 3.82643e+08 3.99603e+09 7.41200e-02 1.09320e+00 3.27254e-03 2.50346e-02 9.45687e-01 22 1.55883e+00 -4.10775e-03 0.00000e+00
1.06130e+00 1.02502e-02 1.00792e-02 9.53049e-01 9.88760e-01 -1.49507e+02 -9.80806e+00 6.82253e+09 2.35014e+08 3.39310e+08 4.16079e+09 6.52170e-02 1.08562e+00 2.99931e-03 2.13278e-02 9.53153e-01 23 1.68318e+00 -3.68617e-03 0.00000e+00
1.06149e+00 1.02265e-02 1.00679e-02 9.52942e-01 9.88692e-01 -1.41885e+02 -9.91167e+00 6.86910e+09 2.32279e+08 3.38027e+08 4.21521e+09 6.52731e-02 1.08594e+00 2.91752e-03 2.13490e-02 9.53153e-01 24 1.80039e+00 -3.61464e-03 0.00000e+00
1.05550e+00 8.35723e-03 8.26919e-03 9.58502e-01 9.88504e-01 -1.20151e+02 -9.86156e+00 7.10837e+09 2.00331e+08 2.86440e+08 4.43931e+09 5.82878e-02 1.08030e+00 2.69975e-03 1.74725e-02 9.59336e-01 25 1.92388e+00 -3.25427e-03 0.00000e+00
1.05573e+00 8.32625e-03 8.24597e-03 9.58385e-01 9.88412e-01 -1.12757e+02 -9.92677e+00 7.16109e+09 1.98333e+08 2.86010e+08 4.50049e+09 5.84160e-02 1.08067e+00 2.60855e-03 1.74932e-02 9.59336e-01 26 2.04063e+00 -3.18610e-03 0.00000e+00
1.05120e+00 6.52660e-03 6.48845e-03 9.62757e-01 9.88131e-01 -9.17594e+01 -9.87799e+00 7.42232e+09 1.63834e+08 2.31610e+08 4.75640e+09 5.31036e-02 1.07659e+00 2.39567e-03 1.36144e-02 9.64367e-01 27 2.16353e+00 -2.88223e-03 0.00000e+00
1.05143e+00 6.49259e-03 6.45794e-03 9.62643e-01 9.88030e-01 -8.46740e+01 -9.90455e+00 7.47487e+09 1.62616e+08 2.31858e+08 4.81690e+09 5.32714e-02 1.07697e+00 2.30266e-03 1.36344e-02 9.64367e-01 28 2.27995e+00 -2.81772e-03 0.00000e+00
1.04803e+00 4.78927e-03 4.77461e-03 9.66047e-01 9.87731e-01 -6.45619e+01 -9.82392e+00 7.72469e+09 1.28463e+08 1.77477e+08 5.06644e+09 4.92823e-02 1.07402e+00 2.08601e-03 9.87076e-03 9.68392e-01 29 2.40245e+00 -2.56676e-03 0.00000e+00
1.04823e+00 4.75553e-03 4.74127e-03 9.65950e-01 9.87642e-01 -5.78646e+01 -9.81293e+00 7.76963e+09 1.27828e+08 1.78070e+08 5.11781e+09 4.94443e-02 1.07434e+00 1.99544e-03 9.88983e-03 9.68392e-01 30 2.51864e+00 -2.50616e-03 0.00000e+00
1.04554e+00 3.20445e-03 3.19768e-03 9.68640e-01 9.87417e-01 -3.87689e+01 -9.67422e+00 7.96917e+09 9.56102e+07 1.24161e+08 5.31690e+09 4.63567e-02 1.07202e+00 1.90735e-03 6.27016e-03 9.71591e-01 31 2.64086e+00 -2.30078e-03 0.00000e+00
1.04567e+00 3.17419e-03 3.16653e-03 9.68577e-01 9.87356e-01 -3.24925e+01 -9.62011e+00 7.99888e+09 9.53060e+07 1.24788e+08 5.35067e+09 4.64689e-02 1.07223e+00 1.82442e-03 6.28823e-03 9.71591e-01 32 2.75688e+00 -2.23941e-03 0.00000e+00
1.04322e+00 1.85979e-03 1.85571e-03 9.70920e-01 9.87284e-01 -1.44874e+01 -9.38120e+00 8.11437e+09 6.73469e+07 7.18925e+07 5.46071e+09 4.37552e-02 1.06994e+00 2.12431e-03 2.78766e-03 9.74265e-01 33 2.87883e+00 -2.05952e-03 0.00000e+00
