 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   velocity:0   velocity:1   PK1:0   PK1:1   PK1:2   PK1:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.09559e+00 1.14909e-02 1.08836e-02 9.22828e-01 9.89200e-01 -2.72723e+02 -7.77941e+00 5.65187e+09 2.56425e+08 3.76255e+08 2.97115e+09 1.05387e-01 1.11802e+00 1.93996e-03 2.36791e-02 9.19792e-01 16 7.37253e-01 -4.47808e-03 0.00000e+00
1.08227e+00 1.07747e-02 1.02954e-02 9.34016e-01 9.89367e-01 -2.44736e+02 -7.51620e+00 5.49864e+09 2.92728e+08 3.97692e+08 2.74886e+09 9.04345e-02 1.10359e+00 2.63872e-03 2.24106e-02 9.30736e-01 17 9.84520e-01 -3.89864e-03 0.00000e+00
1.07517e+00 1.00358e-02 9.62832e-03 9.40126e-01 9.89418e-01 -2.32472e+02 -7.29278e+00 5.44875e+09 3.08296e+08 4.05459e+08 2.67304e+09 8.23881e-02 1.09599e+00 2.72195e-03 2.12408e-02 9.36802e-01 18 1.10688e+00 -3.57267e-03 0.00000e+00
1.06822e+00 9.17226e-03 8.83386e-03 9.46168e-01 9.89473e-01 -2.21342e+02 -7.04415e+00 5.41709e+09 3.21381e+08 4.10869e+08 2.62138e+09 7.44838e-02 1.08862e+00 2.69286e-03 1.98804e-02 9.42854e-01 19 1.22839e+00 -3.24567e-03 0.00000e+00
1.06164e+00 8.25614e-03 7.98092e-03 9.51944e-01 9.89553e-01 -2.11186e+02 -6.79419e+00 5.40526e+09 3.31095e+08 4.13102e+08 2.59426e+09 6.69562e-02 1.08170e+00 2.59241e-03 1.84157e-02 9.48698e-01 20 1.34910e+00 -2.92844e-03 0.00000e+00
1.05552e+00 7.34068e-03 7.12106e-03 9.57331e-01 9.89674e-01 -2.01719e+02 -6.56597e+00 5.41744e+09 3.36271e+08 4.11029e+08 2.59434e+09 5.99482e-02 1.07537e+00 2.44918e-03 1.69081e-02 9.54217e-01 21 1.46905e+00 -2.62760e-03 0.00000e+00
1.04994e+00 6.46446e-03 6.29227e-03 9.62247e-01 9.89847e-01 -1.92538e+02 -6.38297e+00 5.46116e+09 3.35433e+08 4.03227e+08 2.62807e+09 5.35471e-02 1.06970e+00 2.27981e-03 1.54002e-02 9.59348e-01 22 1.58832e+00 -2.34706e-03 0.00000e+00
1.04492e+00 5.65488e-03 5.52208e-03 9.66635e-01 9.90074e-01 -1.83143e+02 -6.26660e+00 5.54710e+09 3.26945e+08 3.88119e+08 2.70610e+09 4.78159e-02 1.06479e+00 2.09479e-03 1.39178e-02 9.64060e-01 23 1.70698e+00 -2.08873e-03 0.00000e+00
1.04053e+00 4.93042e-03 4.82962e-03 9.70445e-01 9.90338e-01 -1.73004e+02 -6.22703e+00 5.68733e+09 3.09542e+08 3.64491e+08 2.84240e+09 4.28126e-02 1.06070e+00 1.90541e-03 1.24737e-02 9.68340e-01 24 1.82514e+00 -1.85363e-03 0.00000e+00
1.03683e+00 4.29913e-03 4.22391e-03 9.73646e-01 9.90602e-01 -1.61655e+02 -6.25022e+00 5.89221e+09 2.83248e+08 3.32361e+08 3.05132e+09 3.85927e-02 1.05752e+00 1.73080e-03 1.10689e-02 9.72186e-01 25 1.94288e+00 -1.64152e-03 0.00000e+00
1.03386e+00 3.75531e-03 3.70046e-03 9.76239e-01 9.90802e-01 -1.48815e+02 -6.29415e+00 6.16644e+09 2.50117e+08 2.93688e+08 3.34210e+09 3.51902e-02 1.05527e+00 1.59372e-03 9.69861e-03 9.75619e-01 26 2.06030e+00 -1.45060e-03 0.00000e+00
1.03163e+00 3.27788e-03 3.23929e-03 9.78286e-01 9.90867e-01 -1.34475e+02 -6.30625e+00 6.50499e+09 2.13888e+08 2.52054e+08 3.71159e+09 3.25842e-02 1.05391e+00 1.50275e-03 8.36167e-03 9.78677e-01 27 2.17751e+00 -1.27754e-03 0.00000e+00
1.03004e+00 2.83649e-03 2.81078e-03 9.79899e-01 9.90758e-01 -1.18875e+02 -6.25270e+00 6.89032e+09 1.78470e+08 2.11255e+08 4.13927e+09 3.06782e-02 1.05330e+00 1.43774e-03 7.06699e-03 9.81410e-01 28 2.29461e+00 -1.11887e-03 0.00000e+00
1.02894e+00 2.40627e-03 2.39022e-03 9.81205e-01 9.90494e-01 -1.02354e+02 -6.13249e+00 7.29349e+09 1.46459e+08 1.73879e+08 4.58986e+09 2.93144e-02 1.05318e+00 1.36319e-03 5.83174e-03 9.83858e-01 29 2.41166e+00 -9.72849e-04 0.00000e+00
1.02815e+00 1.98076e-03 1.97113e-03 9.82301e-01 9.90149e-01 -8.51430e+01 -5.96522e+00 7.68028e+09 1.18820e+08 1.40894e+08 5.02308e+09 2.83185e-02 1.05332e+00 1.26238e-03 4.67167e-03 9.86031e-01 30 2.52872e+00 -8.39935e-04 0.00000e+00
1.02752e+00 1.57468e-03 1.56862e-03 9.83244e-01 9.89808e-01 -6.72765e+01 -5.76886e+00 8.01946e+09 9.56261e+07 1.12161e+08 5.40379e+09 2.75394e-02 1.05349e+00 1.16450e-03 3.59071e-03 9.87918e-01 31 2.64579e+00 -7.21169e-04 0.00000e+00
1.02693e+00 1.22256e-03 1.21838e-03 9.84073e-01 9.89541e-01 -4.86957e+01 -5.54777e+00 8.28837e+09 7.69381e+07 8.70362e+07 5.70736e+09 2.68541e-02 1.05352e+00 1.16075e-03 2.57363e-03 9.89516e-01 32 2.76287e+00 -6.14653e-04 0.00000e+00
1.02627e+00 9.78734e-04 9.76576e-04 9.84853e-01 9.89393e-01 -2.94634e+01 -5.31056e+00 8.47373e+09 6.30240e+07 6.40379e+07 5.91967e+09 2.61370e-02 1.05327e+00 1.43310e-03 1.55673e-03 9.90865e-01 33 2.87994e+00 -5.12201e-04 0.00000e+00
