 N   min(velocity_y)   q1(velocity_y)   med(velocity_y)   q3(velocity_y)   max(velocity_y)   avg(velocity_y)   std(velocity_y)   min(velocity_x)   q1(velocity_x)   med(velocity_x)   q3(velocity_x)   max(velocity_x)   avg(velocity_x)   std(velocity_x)   min(Piola_22)   q1(Piola_22)   med(Piola_22)   q3(Piola_22)   max(Piola_22)   avg(Piola_22)   std(Piola_22)   min(F_22)   q1(F_22)   med(F_22)   q3(F_22)   max(F_22)   avg(F_22)   std(F_22)   min(F_21)   q1(F_21)   med(F_21)   q3(F_21)   max(F_21)   avg(F_21)   std(F_21)   min(Piola_21)   q1(Piola_21)   med(Piola_21)   q3(Piola_21)   max(Piola_21)   avg(Piola_21)   std(Piola_21)   min(pl_F_22)   q1(pl_F_22)   med(pl_F_22)   q3(pl_F_22)   max(pl_F_22)   avg(pl_F_22)   std(pl_F_22)   min(pl_F_21)   q1(pl_F_21)   med(pl_F_21)   q3(pl_F_21)   max(pl_F_21)   avg(pl_F_21)   std(pl_F_21)   min(F_12)   q1(F_12)   med(F_12)   q3(F_12)   max(F_12)   avg(F_12)   std(F_12)   min(Piola_12)   q1(Piola_12)   med(Piola_12)   q3(Piola_12)   max(Piola_12)   avg(Piola_12)   std(Piola_12)   min(Piola_11)   q1(Piola_11)   med(Piola_11)   q3(Piola_11)   max(Piola_11)   avg(Piola_11)   std(Piola_11)   min(F_11)   q1(F_11)   med(F_11)   q3(F_11)   max(F_11)   avg(F_11)   std(F_11)   min(pl_F_12)   q1(pl_F_12)   med(pl_F_12)   q3(pl_F_12)   max(pl_F_12)   avg(pl_F_12)   std(pl_F_12)   min(pl_F_11)   q1(pl_F_11)   med(pl_F_11)   q3(pl_F_11)   max(pl_F_11)   avg(pl_F_11)   std(pl_F_11)   min(epeq)   q1(epeq)   med(epeq)   q3(epeq)   max(epeq)   avg(epeq)   std(epeq)   min(vtkOriginalPointIds)   q1(vtkOriginalPointIds)   med(vtkOriginalPointIds)   q3(vtkOriginalPointIds)   max(vtkOriginalPointIds)   avg(vtkOriginalPointIds)   std(vtkOriginalPointIds)   min(X)   q1(X)   med(X)   q3(X)   max(X)   avg(X)   std(X)   min(Y)   q1(Y)   med(Y)   q3(Y)   max(Y)   avg(Y)   std(Y)   min(Z)   q1(Z)   med(Z)   q3(Z)   max(Z)   avg(Z)   std(Z)   vtkValidPointMask   Time 
1.00000e+00 3.54165e+02 3.54165e+02 3.54165e+02 3.54165e+02 3.54165e+02 3.54165e+02 0.00000e+00 -9.00740e+00 -9.00740e+00 -9.00740e+00 -9.00740e+00 -9.00740e+00 -9.00740e+00 0.00000e+00 -6.85507e+08 -6.85507e+08 -6.85507e+08 -6.85507e+08 -6.85507e+08 -6.85507e+08 0.00000e+00 1.15475e+00 1.15475e+00 1.15475e+00 1.15475e+00 1.15475e+00 1.15475e+00 0.00000e+00 -3.80699e-02 -3.80699e-02 -3.80699e-02 -3.80699e-02 -3.80699e-02 -3.80699e-02 0.00000e+00 -6.89759e+06 -6.89759e+06 -6.89759e+06 -6.89759e+06 -6.89759e+06 -6.89759e+06 0.00000e+00 1.15511e+00 1.15511e+00 1.15511e+00 1.15511e+00 1.15511e+00 1.15511e+00 0.00000e+00 -2.23074e-02 -2.23074e-02 -2.23074e-02 -2.23074e-02 -2.23074e-02 -2.23074e-02 0.00000e+00 -5.84478e-04 -5.84478e-04 -5.84478e-04 -5.84478e-04 -5.84478e-04 -5.84478e-04 0.00000e+00 -5.35660e+07 -5.35660e+07 -5.35660e+07 -5.35660e+07 -5.35660e+07 -5.35660e+07 0.00000e+00 -1.47937e+09 -1.47937e+09 -1.47937e+09 -1.47937e+09 -1.47937e+09 -1.47937e+09 0.00000e+00 8.60646e-01 8.60646e-01 8.60646e-01 8.60646e-01 8.60646e-01 8.60646e-01 0.00000e+00 -2.16026e-02 -2.16026e-02 -2.16026e-02 -2.16026e-02 -2.16026e-02 -2.16026e-02 0.00000e+00 8.64315e-01 8.64315e-01 8.64315e-01 8.64315e-01 8.64315e-01 8.64315e-01 0.00000e+00 1.74690e-01 1.74690e-01 1.74690e-01 1.74690e-01 1.74690e-01 1.74690e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.05345e-03 -6.05345e-03 -6.05345e-03 -6.05345e-03 -6.05345e-03 -6.05345e-03 0.00000e+00 3.08681e+00 3.08681e+00 3.08681e+00 3.08681e+00 3.08681e+00 3.08681e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 3.24549e-04
1.00000e+00 3.57524e+02 3.57524e+02 3.57524e+02 3.57524e+02 3.57524e+02 3.57524e+02 0.00000e+00 -8.65227e+00 -8.65227e+00 -8.65227e+00 -8.65227e+00 -8.65227e+00 -8.65227e+00 0.00000e+00 -6.58231e+08 -6.58231e+08 -6.58231e+08 -6.58231e+08 -6.58231e+08 -6.58231e+08 0.00000e+00 1.15824e+00 1.15824e+00 1.15824e+00 1.15824e+00 1.15824e+00 1.15824e+00 0.00000e+00 -3.85365e-02 -3.85365e-02 -3.85365e-02 -3.85365e-02 -3.85365e-02 -3.85365e-02 0.00000e+00 -5.59384e+06 -5.59384e+06 -5.59384e+06 -5.59384e+06 -5.59384e+06 -5.59384e+06 0.00000e+00 1.15854e+00 1.15854e+00 1.15854e+00 1.15854e+00 1.15854e+00 1.15854e+00 0.00000e+00 -2.25165e-02 -2.25165e-02 -2.25165e-02 -2.25165e-02 -2.25165e-02 -2.25165e-02 0.00000e+00 -2.33475e-04 -2.33475e-04 -2.33475e-04 -2.33475e-04 -2.33475e-04 -2.33475e-04 0.00000e+00 -5.22599e+07 -5.22599e+07 -5.22599e+07 -5.22599e+07 -5.22599e+07 -5.22599e+07 0.00000e+00 -1.45013e+09 -1.45013e+09 -1.45013e+09 -1.45013e+09 -1.45013e+09 -1.45013e+09 0.00000e+00 8.58189e-01 8.58189e-01 8.58189e-01 8.58189e-01 8.58189e-01 8.58189e-01 0.00000e+00 -2.17311e-02 -2.17311e-02 -2.17311e-02 -2.17311e-02 -2.17311e-02 -2.17311e-02 0.00000e+00 8.61818e-01 8.61818e-01 8.61818e-01 8.61818e-01 8.61818e-01 8.61818e-01 0.00000e+00 1.78076e-01 1.78076e-01 1.78076e-01 1.78076e-01 1.78076e-01 1.78076e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.18021e-03 -6.18021e-03 -6.18021e-03 -6.18021e-03 -6.18021e-03 -6.18021e-03 0.00000e+00 3.09204e+00 3.09204e+00 3.09204e+00 3.09204e+00 3.09204e+00 3.09204e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 3.39199e-04
1.00000e+00 3.60695e+02 3.60695e+02 3.60695e+02 3.60695e+02 3.60695e+02 3.60695e+02 0.00000e+00 -8.31995e+00 -8.31995e+00 -8.31995e+00 -8.31995e+00 -8.31995e+00 -8.31995e+00 0.00000e+00 -6.32776e+08 -6.32776e+08 -6.32776e+08 -6.32776e+08 -6.32776e+08 -6.32776e+08 0.00000e+00 1.16161e+00 1.16161e+00 1.16161e+00 1.16161e+00 1.16161e+00 1.16161e+00 0.00000e+00 -3.89727e-02 -3.89727e-02 -3.89727e-02 -3.89727e-02 -3.89727e-02 -3.89727e-02 0.00000e+00 -4.38491e+06 -4.38491e+06 -4.38491e+06 -4.38491e+06 -4.38491e+06 -4.38491e+06 0.00000e+00 1.16184e+00 1.16184e+00 1.16184e+00 1.16184e+00 1.16184e+00 1.16184e+00 0.00000e+00 -2.27108e-02 -2.27108e-02 -2.27108e-02 -2.27108e-02 -2.27108e-02 -2.27108e-02 0.00000e+00 1.09253e-04 1.09253e-04 1.09253e-04 1.09253e-04 1.09253e-04 1.09253e-04 0.00000e+00 -5.10217e+07 -5.10217e+07 -5.10217e+07 -5.10217e+07 -5.10217e+07 -5.10217e+07 0.00000e+00 -1.42267e+09 -1.42267e+09 -1.42267e+09 -1.42267e+09 -1.42267e+09 -1.42267e+09 0.00000e+00 8.55831e-01 8.55831e-01 8.55831e-01 8.55831e-01 8.55831e-01 8.55831e-01 0.00000e+00 -2.18458e-02 -2.18458e-02 -2.18458e-02 -2.18458e-02 -2.18458e-02 -2.18458e-02 0.00000e+00 8.59423e-01 8.59423e-01 8.59423e-01 8.59423e-01 8.59423e-01 8.59423e-01 0.00000e+00 1.81331e-01 1.81331e-01 1.81331e-01 1.81331e-01 1.81331e-01 1.81331e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.30174e-03 -6.30174e-03 -6.30174e-03 -6.30174e-03 -6.30174e-03 -6.30174e-03 0.00000e+00 3.09731e+00 3.09731e+00 3.09731e+00 3.09731e+00 3.09731e+00 3.09731e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 3.53806e-04
1.00000e+00 3.63693e+02 3.63693e+02 3.63693e+02 3.63693e+02 3.63693e+02 3.63693e+02 0.00000e+00 -8.01177e+00 -8.01177e+00 -8.01177e+00 -8.01177e+00 -8.01177e+00 -8.01177e+00 0.00000e+00 -6.09141e+08 -6.09141e+08 -6.09141e+08 -6.09141e+08 -6.09141e+08 -6.09141e+08 0.00000e+00 1.16485e+00 1.16485e+00 1.16485e+00 1.16485e+00 1.16485e+00 1.16485e+00 0.00000e+00 -3.93816e-02 -3.93816e-02 -3.93816e-02 -3.93816e-02 -3.93816e-02 -3.93816e-02 0.00000e+00 -3.25176e+06 -3.25176e+06 -3.25176e+06 -3.25176e+06 -3.25176e+06 -3.25176e+06 0.00000e+00 1.16502e+00 1.16502e+00 1.16502e+00 1.16502e+00 1.16502e+00 1.16502e+00 0.00000e+00 -2.28921e-02 -2.28921e-02 -2.28921e-02 -2.28921e-02 -2.28921e-02 -2.28921e-02 0.00000e+00 4.44153e-04 4.44153e-04 4.44153e-04 4.44153e-04 4.44153e-04 4.44153e-04 0.00000e+00 -4.98479e+07 -4.98479e+07 -4.98479e+07 -4.98479e+07 -4.98479e+07 -4.98479e+07 0.00000e+00 -1.39708e+09 -1.39708e+09 -1.39708e+09 -1.39708e+09 -1.39708e+09 -1.39708e+09 0.00000e+00 8.53566e-01 8.53566e-01 8.53566e-01 8.53566e-01 8.53566e-01 8.53566e-01 0.00000e+00 -2.19482e-02 -2.19482e-02 -2.19482e-02 -2.19482e-02 -2.19482e-02 -2.19482e-02 0.00000e+00 8.57124e-01 8.57124e-01 8.57124e-01 8.57124e-01 8.57124e-01 8.57124e-01 0.00000e+00 1.84463e-01 1.84463e-01 1.84463e-01 1.84463e-01 1.84463e-01 1.84463e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.41844e-03 -6.41844e-03 -6.41844e-03 -6.41844e-03 -6.41844e-03 -6.41844e-03 0.00000e+00 3.10261e+00 3.10261e+00 3.10261e+00 3.10261e+00 3.10261e+00 3.10261e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 3.68372e-04
1.00000e+00 3.66543e+02 3.66543e+02 3.66543e+02 3.66543e+02 3.66543e+02 3.66543e+02 0.00000e+00 -7.72156e+00 -7.72156e+00 -7.72156e+00 -7.72156e+00 -7.72156e+00 -7.72156e+00 0.00000e+00 -5.87324e+08 -5.87324e+08 -5.87324e+08 -5.87324e+08 -5.87324e+08 -5.87324e+08 0.00000e+00 1.16798e+00 1.16798e+00 1.16798e+00 1.16798e+00 1.16798e+00 1.16798e+00 0.00000e+00 -3.97658e-02 -3.97658e-02 -3.97658e-02 -3.97658e-02 -3.97658e-02 -3.97658e-02 0.00000e+00 -2.18789e+06 -2.18789e+06 -2.18789e+06 -2.18789e+06 -2.18789e+06 -2.18789e+06 0.00000e+00 1.16810e+00 1.16810e+00 1.16810e+00 1.16810e+00 1.16810e+00 1.16810e+00 0.00000e+00 -2.30613e-02 -2.30613e-02 -2.30613e-02 -2.30613e-02 -2.30613e-02 -2.30613e-02 0.00000e+00 7.71538e-04 7.71538e-04 7.71538e-04 7.71538e-04 7.71538e-04 7.71538e-04 0.00000e+00 -4.87434e+07 -4.87434e+07 -4.87434e+07 -4.87434e+07 -4.87434e+07 -4.87434e+07 0.00000e+00 -1.37343e+09 -1.37343e+09 -1.37343e+09 -1.37343e+09 -1.37343e+09 -1.37343e+09 0.00000e+00 8.51387e-01 8.51387e-01 8.51387e-01 8.51387e-01 8.51387e-01 8.51387e-01 0.00000e+00 -2.20396e-02 -2.20396e-02 -2.20396e-02 -2.20396e-02 -2.20396e-02 -2.20396e-02 0.00000e+00 8.54914e-01 8.54914e-01 8.54914e-01 8.54914e-01 8.54914e-01 8.54914e-01 0.00000e+00 1.87479e-01 1.87479e-01 1.87479e-01 1.87479e-01 1.87479e-01 1.87479e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.53060e-03 -6.53060e-03 -6.53060e-03 -6.53060e-03 -6.53060e-03 -6.53060e-03 0.00000e+00 3.10793e+00 3.10793e+00 3.10793e+00 3.10793e+00 3.10793e+00 3.10793e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 3.82898e-04
1.00000e+00 3.69266e+02 3.69266e+02 3.69266e+02 3.69266e+02 3.69266e+02 3.69266e+02 0.00000e+00 -7.44923e+00 -7.44923e+00 -7.44923e+00 -7.44923e+00 -7.44923e+00 -7.44923e+00 0.00000e+00 -5.67195e+08 -5.67195e+08 -5.67195e+08 -5.67195e+08 -5.67195e+08 -5.67195e+08 0.00000e+00 1.17101e+00 1.17101e+00 1.17101e+00 1.17101e+00 1.17101e+00 1.17101e+00 0.00000e+00 -4.01273e-02 -4.01273e-02 -4.01273e-02 -4.01273e-02 -4.01273e-02 -4.01273e-02 0.00000e+00 -1.18251e+06 -1.18251e+06 -1.18251e+06 -1.18251e+06 -1.18251e+06 -1.18251e+06 0.00000e+00 1.17107e+00 1.17107e+00 1.17107e+00 1.17107e+00 1.17107e+00 1.17107e+00 0.00000e+00 -2.32197e-02 -2.32197e-02 -2.32197e-02 -2.32197e-02 -2.32197e-02 -2.32197e-02 0.00000e+00 1.09170e-03 1.09170e-03 1.09170e-03 1.09170e-03 1.09170e-03 1.09170e-03 0.00000e+00 -4.77024e+07 -4.77024e+07 -4.77024e+07 -4.77024e+07 -4.77024e+07 -4.77024e+07 0.00000e+00 -1.35160e+09 -1.35160e+09 -1.35160e+09 -1.35160e+09 -1.35160e+09 -1.35160e+09 0.00000e+00 8.49289e-01 8.49289e-01 8.49289e-01 8.49289e-01 8.49289e-01 8.49289e-01 0.00000e+00 -2.21211e-02 -2.21211e-02 -2.21211e-02 -2.21211e-02 -2.21211e-02 -2.21211e-02 0.00000e+00 8.52788e-01 8.52788e-01 8.52788e-01 8.52788e-01 8.52788e-01 8.52788e-01 0.00000e+00 1.90387e-01 1.90387e-01 1.90387e-01 1.90387e-01 1.90387e-01 1.90387e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.63853e-03 -6.63853e-03 -6.63853e-03 -6.63853e-03 -6.63853e-03 -6.63853e-03 0.00000e+00 3.11328e+00 3.11328e+00 3.11328e+00 3.11328e+00 3.11328e+00 3.11328e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 3.97386e-04
1.00000e+00 3.71883e+02 3.71883e+02 3.71883e+02 3.71883e+02 3.71883e+02 3.71883e+02 0.00000e+00 -7.19141e+00 -7.19141e+00 -7.19141e+00 -7.19141e+00 -7.19141e+00 -7.19141e+00 0.00000e+00 -5.48534e+08 -5.48534e+08 -5.48534e+08 -5.48534e+08 -5.48534e+08 -5.48534e+08 0.00000e+00 1.17393e+00 1.17393e+00 1.17393e+00 1.17393e+00 1.17393e+00 1.17393e+00 0.00000e+00 -4.04682e-02 -4.04682e-02 -4.04682e-02 -4.04682e-02 -4.04682e-02 -4.04682e-02 0.00000e+00 -2.26183e+05 -2.26183e+05 -2.26183e+05 -2.26183e+05 -2.26183e+05 -2.26183e+05 0.00000e+00 1.17394e+00 1.17394e+00 1.17394e+00 1.17394e+00 1.17394e+00 1.17394e+00 0.00000e+00 -2.33682e-02 -2.33682e-02 -2.33682e-02 -2.33682e-02 -2.33682e-02 -2.33682e-02 0.00000e+00 1.40496e-03 1.40496e-03 1.40496e-03 1.40496e-03 1.40496e-03 1.40496e-03 0.00000e+00 -4.67150e+07 -4.67150e+07 -4.67150e+07 -4.67150e+07 -4.67150e+07 -4.67150e+07 0.00000e+00 -1.33136e+09 -1.33136e+09 -1.33136e+09 -1.33136e+09 -1.33136e+09 -1.33136e+09 0.00000e+00 8.47267e-01 8.47267e-01 8.47267e-01 8.47267e-01 8.47267e-01 8.47267e-01 0.00000e+00 -2.21936e-02 -2.21936e-02 -2.21936e-02 -2.21936e-02 -2.21936e-02 -2.21936e-02 0.00000e+00 8.50740e-01 8.50740e-01 8.50740e-01 8.50740e-01 8.50740e-01 8.50740e-01 0.00000e+00 1.93194e-01 1.93194e-01 1.93194e-01 1.93194e-01 1.93194e-01 1.93194e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.74245e-03 -6.74245e-03 -6.74245e-03 -6.74245e-03 -6.74245e-03 -6.74245e-03 0.00000e+00 3.11866e+00 3.11866e+00 3.11866e+00 3.11866e+00 3.11866e+00 3.11866e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 4.11837e-04
1.00000e+00 3.74405e+02 3.74405e+02 3.74405e+02 3.74405e+02 3.74405e+02 3.74405e+02 0.00000e+00 -6.94716e+00 -6.94716e+00 -6.94716e+00 -6.94716e+00 -6.94716e+00 -6.94716e+00 0.00000e+00 -5.31095e+08 -5.31095e+08 -5.31095e+08 -5.31095e+08 -5.31095e+08 -5.31095e+08 0.00000e+00 1.17675e+00 1.17675e+00 1.17675e+00 1.17675e+00 1.17675e+00 1.17675e+00 0.00000e+00 -4.07902e-02 -4.07902e-02 -4.07902e-02 -4.07902e-02 -4.07902e-02 -4.07902e-02 0.00000e+00 6.85938e+05 6.85938e+05 6.85938e+05 6.85938e+05 6.85938e+05 6.85938e+05 0.00000e+00 1.17672e+00 1.17672e+00 1.17672e+00 1.17672e+00 1.17672e+00 1.17672e+00 0.00000e+00 -2.35076e-02 -2.35076e-02 -2.35076e-02 -2.35076e-02 -2.35076e-02 -2.35076e-02 0.00000e+00 1.71155e-03 1.71155e-03 1.71155e-03 1.71155e-03 1.71155e-03 1.71155e-03 0.00000e+00 -4.57716e+07 -4.57716e+07 -4.57716e+07 -4.57716e+07 -4.57716e+07 -4.57716e+07 0.00000e+00 -1.31239e+09 -1.31239e+09 -1.31239e+09 -1.31239e+09 -1.31239e+09 -1.31239e+09 0.00000e+00 8.45316e-01 8.45316e-01 8.45316e-01 8.45316e-01 8.45316e-01 8.45316e-01 0.00000e+00 -2.22581e-02 -2.22581e-02 -2.22581e-02 -2.22581e-02 -2.22581e-02 -2.22581e-02 0.00000e+00 8.48766e-01 8.48766e-01 8.48766e-01 8.48766e-01 8.48766e-01 8.48766e-01 0.00000e+00 1.95905e-01 1.95905e-01 1.95905e-01 1.95905e-01 1.95905e-01 1.95905e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.84260e-03 -6.84260e-03 -6.84260e-03 -6.84260e-03 -6.84260e-03 -6.84260e-03 0.00000e+00 3.12406e+00 3.12406e+00 3.12406e+00 3.12406e+00 3.12406e+00 3.12406e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 4.26253e-04
1.00000e+00 3.76841e+02 3.76841e+02 3.76841e+02 3.76841e+02 3.76841e+02 3.76841e+02 0.00000e+00 -6.71541e+00 -6.71541e+00 -6.71541e+00 -6.71541e+00 -6.71541e+00 -6.71541e+00 0.00000e+00 -5.14668e+08 -5.14668e+08 -5.14668e+08 -5.14668e+08 -5.14668e+08 -5.14668e+08 0.00000e+00 1.17949e+00 1.17949e+00 1.17949e+00 1.17949e+00 1.17949e+00 1.17949e+00 0.00000e+00 -4.10946e-02 -4.10946e-02 -4.10946e-02 -4.10946e-02 -4.10946e-02 -4.10946e-02 0.00000e+00 1.56050e+06 1.56050e+06 1.56050e+06 1.56050e+06 1.56050e+06 1.56050e+06 0.00000e+00 1.17942e+00 1.17942e+00 1.17942e+00 1.17942e+00 1.17942e+00 1.17942e+00 0.00000e+00 -2.36386e-02 -2.36386e-02 -2.36386e-02 -2.36386e-02 -2.36386e-02 -2.36386e-02 0.00000e+00 2.01173e-03 2.01173e-03 2.01173e-03 2.01173e-03 2.01173e-03 2.01173e-03 0.00000e+00 -4.48624e+07 -4.48624e+07 -4.48624e+07 -4.48624e+07 -4.48624e+07 -4.48624e+07 0.00000e+00 -1.29447e+09 -1.29447e+09 -1.29447e+09 -1.29447e+09 -1.29447e+09 -1.29447e+09 0.00000e+00 8.43434e-01 8.43434e-01 8.43434e-01 8.43434e-01 8.43434e-01 8.43434e-01 0.00000e+00 -2.23151e-02 -2.23151e-02 -2.23151e-02 -2.23151e-02 -2.23151e-02 -2.23151e-02 0.00000e+00 8.46861e-01 8.46861e-01 8.46861e-01 8.46861e-01 8.46861e-01 8.46861e-01 0.00000e+00 1.98526e-01 1.98526e-01 1.98526e-01 1.98526e-01 1.98526e-01 1.98526e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -6.93918e-03 -6.93918e-03 -6.93918e-03 -6.93918e-03 -6.93918e-03 -6.93918e-03 0.00000e+00 3.12947e+00 3.12947e+00 3.12947e+00 3.12947e+00 3.12947e+00 3.12947e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 4.40635e-04
1.00000e+00 3.79195e+02 3.79195e+02 3.79195e+02 3.79195e+02 3.79195e+02 3.79195e+02 0.00000e+00 -6.49528e+00 -6.49528e+00 -6.49528e+00 -6.49528e+00 -6.49528e+00 -6.49528e+00 0.00000e+00 -4.99034e+08 -4.99034e+08 -4.99034e+08 -4.99034e+08 -4.99034e+08 -4.99034e+08 0.00000e+00 1.18214e+00 1.18214e+00 1.18214e+00 1.18214e+00 1.18214e+00 1.18214e+00 0.00000e+00 -4.13828e-02 -4.13828e-02 -4.13828e-02 -4.13828e-02 -4.13828e-02 -4.13828e-02 0.00000e+00 2.40182e+06 2.40182e+06 2.40182e+06 2.40182e+06 2.40182e+06 2.40182e+06 0.00000e+00 1.18203e+00 1.18203e+00 1.18203e+00 1.18203e+00 1.18203e+00 1.18203e+00 0.00000e+00 -2.37619e-02 -2.37619e-02 -2.37619e-02 -2.37619e-02 -2.37619e-02 -2.37619e-02 0.00000e+00 2.30572e-03 2.30572e-03 2.30572e-03 2.30572e-03 2.30572e-03 2.30572e-03 0.00000e+00 -4.39773e+07 -4.39773e+07 -4.39773e+07 -4.39773e+07 -4.39773e+07 -4.39773e+07 0.00000e+00 -1.27730e+09 -1.27730e+09 -1.27730e+09 -1.27730e+09 -1.27730e+09 -1.27730e+09 0.00000e+00 8.41615e-01 8.41615e-01 8.41615e-01 8.41615e-01 8.41615e-01 8.41615e-01 0.00000e+00 -2.23654e-02 -2.23654e-02 -2.23654e-02 -2.23654e-02 -2.23654e-02 -2.23654e-02 0.00000e+00 8.45021e-01 8.45021e-01 8.45021e-01 8.45021e-01 8.45021e-01 8.45021e-01 0.00000e+00 2.01062e-01 2.01062e-01 2.01062e-01 2.01062e-01 2.01062e-01 2.01062e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.03238e-03 -7.03238e-03 -7.03238e-03 -7.03238e-03 -7.03238e-03 -7.03238e-03 0.00000e+00 3.13492e+00 3.13492e+00 3.13492e+00 3.13492e+00 3.13492e+00 3.13492e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 4.54984e-04
1.00000e+00 3.81463e+02 3.81463e+02 3.81463e+02 3.81463e+02 3.81463e+02 3.81463e+02 0.00000e+00 -6.28654e+00 -6.28654e+00 -6.28654e+00 -6.28654e+00 -6.28654e+00 -6.28654e+00 0.00000e+00 -4.83943e+08 -4.83943e+08 -4.83943e+08 -4.83943e+08 -4.83943e+08 -4.83943e+08 0.00000e+00 1.18472e+00 1.18472e+00 1.18472e+00 1.18472e+00 1.18472e+00 1.18472e+00 0.00000e+00 -4.16559e-02 -4.16559e-02 -4.16559e-02 -4.16559e-02 -4.16559e-02 -4.16559e-02 0.00000e+00 3.21413e+06 3.21413e+06 3.21413e+06 3.21413e+06 3.21413e+06 3.21413e+06 0.00000e+00 1.18457e+00 1.18457e+00 1.18457e+00 1.18457e+00 1.18457e+00 1.18457e+00 0.00000e+00 -2.38780e-02 -2.38780e-02 -2.38780e-02 -2.38780e-02 -2.38780e-02 -2.38780e-02 0.00000e+00 2.59375e-03 2.59375e-03 2.59375e-03 2.59375e-03 2.59375e-03 2.59375e-03 0.00000e+00 -4.31041e+07 -4.31041e+07 -4.31041e+07 -4.31041e+07 -4.31041e+07 -4.31041e+07 0.00000e+00 -1.26058e+09 -1.26058e+09 -1.26058e+09 -1.26058e+09 -1.26058e+09 -1.26058e+09 0.00000e+00 8.39858e-01 8.39858e-01 8.39858e-01 8.39858e-01 8.39858e-01 8.39858e-01 0.00000e+00 -2.24094e-02 -2.24094e-02 -2.24094e-02 -2.24094e-02 -2.24094e-02 -2.24094e-02 0.00000e+00 8.43242e-01 8.43242e-01 8.43242e-01 8.43242e-01 8.43242e-01 8.43242e-01 0.00000e+00 2.03518e-01 2.03518e-01 2.03518e-01 2.03518e-01 2.03518e-01 2.03518e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.12239e-03 -7.12239e-03 -7.12239e-03 -7.12239e-03 -7.12239e-03 -7.12239e-03 0.00000e+00 3.14038e+00 3.14038e+00 3.14038e+00 3.14038e+00 3.14038e+00 3.14038e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 4.69301e-04
